startx,starty,stopx,stopy,length,time,userid
787,637,1129,450,67,1550,55
439,513,1420,211,58,1339,55
1418,213,343,268,65,1219,55
345,266,1135,601,42,914,55
343,132,1227,119,48,913,55
1300,610,448,190,43,805,55
448,190,561,191,45,1175,55
564,193,1185,263,19,538,55
642,551,1324,443,49,1064,55
715,466,717,499,27,854,55
778,417,1327,486,36,716,55
1327,521,464,313,63,1127,55
463,313,1379,254,38,986,55
227,586,986,149,42,930,55
232,413,1196,392,59,1167,55
802,528,569,155,44,707,55
569,155,508,455,41,744,55
508,454,926,443,42,929,55
517,305,789,463,26,591,55
789,463,997,546,39,980,55
998,546,656,216,54,1335,55
176,246,1381,592,37,845,55
1378,591,1378,577,16,358,55
1378,577,672,407,34,950,55
671,407,469,550,30,630,55
470,549,864,222,49,962,55
431,231,1417,510,65,1304,55
1417,510,644,226,43,1319,55
105,340,1053,496,45,953,55
405,247,612,379,31,874,55
1428,365,592,534,41,944,55
593,534,1400,612,54,955,55
936,615,620,434,40,641,55
291,410,879,343,59,1180,55
1135,237,212,250,58,1198,55
937,513,519,282,25,687,55
1252,282,1424,220,52,952,55
1424,221,1184,544,51,977,55
123,556,988,418,56,1105,55
761,94,1186,231,32,649,55
744,530,1120,431,52,948,55
1109,450,1124,461,13,352,55
266,307,267,318,26,878,55
1276,546,1095,513,38,796,55
815,522,806,550,22,634,55
785,529,827,549,26,877,55
827,548,189,326,69,1489,55
139,374,170,373,44,1461,55
168,370,121,349,28,620,55
1399,245,1430,264,23,675,55
290,470,1391,312,34,766,55
277,187,606,488,45,1016,55
606,488,100,199,35,1197,55
1360,226,200,588,36,775,55
1142,424,1146,415,10,506,55
179,500,908,602,41,997,55
908,602,1251,138,59,1525,55
137,246,898,589,44,814,55
524,550,1083,425,48,1148,55
103,428,761,222,41,775,55
991,408,1392,514,46,823,55
156,253,593,306,31,699,55
1024,546,214,467,30,473,55
593,478,581,492,18,390,55
759,605,1115,259,57,1077,55
1114,259,526,308,49,869,55
994,234,431,467,46,1412,55
403,374,761,338,32,591,55
761,338,1290,302,37,1058,55
1285,306,788,374,43,1691,55
788,373,842,323,25,419,55
1128,158,411,394,55,978,55
303,176,281,155,10,197,55
956,662,841,179,45,2055,107
393,232,1146,453,53,1161,107
623,395,266,819,49,833,107
266,819,1382,154,74,2836,107
1356,169,371,432,72,2608,107
425,444,1201,472,34,645,107
1233,466,1707,418,36,639,107
1692,416,1179,301,56,1480,107
1174,307,186,394,27,1002,107
210,394,1433,406,38,1212,107
1435,406,1445,408,13,1580,107
1442,405,1402,347,17,316,107
1408,347,1569,393,54,1027,107
1545,394,666,283,35,941,107
667,293,697,415,21,408,107
693,414,557,352,26,880,107
547,371,396,658,33,725,107
538,638,1453,645,52,1997,107
1440,632,1046,140,36,716,107
1045,145,287,498,40,1214,107
624,142,1365,201,50,1045,107
1365,201,448,787,47,1894,107
521,787,1591,806,41,2715,107
1568,806,1113,710,29,1997,107
991,676,366,515,26,680,107
1120,699,188,516,43,897,107
188,516,583,313,45,1911,107
547,761,1381,353,40,883,107
1381,353,1248,650,44,2217,107
1238,649,759,167,38,897,107
754,174,607,372,47,970,107
598,390,434,637,34,595,107
464,628,1139,388,35,816,107
1141,395,1222,554,26,617,107
1238,531,1362,279,31,551,107
1386,306,1707,850,57,1329,107
1666,838,555,150,55,1249,107
583,155,1091,229,33,679,107
1072,240,511,657,42,1932,107
571,630,1415,144,26,926,107
1201,178,1798,473,41,929,107
1798,473,308,147,60,1932,107
338,165,1180,487,51,1029,107
1163,493,491,369,31,840,107
1554,427,1773,472,40,641,107
1773,472,375,168,50,1320,107
402,170,985,160,28,603,107
985,173,1040,626,50,895,107
233,795,934,828,40,748,107
934,828,928,370,42,2998,107
914,371,677,351,19,409,107
720,347,1259,270,52,865,107
1233,283,134,549,39,962,107
145,544,931,300,49,861,107
1273,668,1687,390,47,1031,107
1687,390,563,702,40,1387,107
576,681,647,587,27,905,107
633,547,545,188,36,718,107
373,687,1038,365,46,812,107
465,381,1645,636,40,961,107
1645,636,1719,260,47,1295,107
1424,354,1791,342,36,572,107
1791,342,393,288,40,1338,107
381,293,218,353,35,617,107
235,361,776,752,31,832,107
820,716,1133,480,38,2784,107
1100,500,216,674,32,633,107
218,674,282,662,17,364,107
262,289,950,167,47,933,107
950,167,241,684,41,1132,107
290,678,932,485,27,689,107
1258,660,440,777,35,646,107
440,777,424,257,38,1333,107
1640,819,153,845,56,1126,107
153,845,1679,823,47,1512,107
1668,806,1438,318,50,1616,107
107,382,281,507,42,682,107
501,789,1143,787,47,950,107
1143,787,1181,282,36,1133,107
1159,297,459,620,37,682,107
472,558,602,155,32,587,107
579,188,152,430,33,726,107
163,434,454,786,30,798,107
486,768,1584,287,24,861,107
1564,314,1163,685,29,805,107
1157,684,1056,291,26,531,107
1024,319,365,826,29,712,107
385,823,853,755,40,731,107
890,719,1373,349,34,1100,107
1349,355,220,348,46,1502,107
249,348,1303,499,42,992,107
885,837,263,775,39,625,107
263,775,1426,221,29,1935,107
1406,228,768,256,37,668,107
780,274,927,568,32,638,107
984,550,1613,380,34,1791,107
1611,380,1497,405,26,538,107
1454,421,249,836,45,1048,107
279,833,1012,756,35,586,107
372,365,734,494,21,359,47
734,494,376,559,24,980,47
376,558,271,470,12,271,47
592,460,1228,486,29,637,47
1228,486,190,272,37,1218,47
822,512,486,279,25,526,47
486,279,562,545,32,792,47
562,544,1027,259,25,599,47
628,305,362,317,24,490,47
362,317,789,474,23,778,47
1018,392,1068,539,27,642,47
1068,538,1110,222,28,851,47
1107,222,561,422,23,487,47
453,522,1023,324,16,694,47
1022,324,359,179,25,541,47
453,278,1162,499,30,516,47
1164,509,1176,517,15,494,47
1176,517,1123,431,19,663,47
770,383,525,189,20,348,47
525,189,206,189,26,858,47
205,189,610,216,26,612,47
612,216,1156,346,20,912,47
1154,345,210,269,37,937,47
148,507,595,369,28,479,47
455,170,102,292,30,495,47
606,497,653,258,24,611,47
654,258,140,627,34,711,47
1104,184,764,440,24,437,47
1093,160,607,397,31,526,47
801,465,540,232,32,827,47
542,233,849,402,24,704,47
384,326,181,260,17,334,47
181,260,1032,187,32,1314,47
1035,204,378,310,22,1087,47
409,304,936,139,31,789,47
936,140,1214,494,25,873,47
1214,493,1212,372,24,692,47
724,284,196,184,14,360,47
204,184,564,602,27,684,47
562,597,559,351,24,453,47
557,348,557,317,10,193,47
557,318,1042,356,20,811,47
819,192,367,481,24,479,47
367,481,524,444,29,1137,47
801,317,527,219,22,376,47
527,219,286,186,17,826,47
287,186,1183,604,18,716,47
1181,604,218,395,30,1090,47
226,392,1002,350,40,1091,47
331,613,506,490,20,442,47
506,490,87,443,28,1052,47
89,443,709,399,38,1301,47
181,260,941,177,44,1386,47
476,408,1019,395,21,464,47
515,582,936,234,24,1000,47
936,235,989,354,20,586,47
985,352,654,289,32,685,47
653,289,1154,437,42,1094,47
1151,437,1213,133,32,993,47
1238,573,767,191,33,563,47
1146,285,128,177,36,606,47
269,469,229,547,18,529,47
229,546,922,614,13,645,47
918,614,276,360,26,944,47
927,275,344,397,23,1366,47
346,397,755,490,20,395,47
751,490,422,377,21,457,47
421,377,667,192,34,690,47
667,193,1187,497,18,567,47
1184,493,929,247,20,750,47
935,247,1193,197,23,670,47
1191,196,339,499,32,765,47
125,335,560,513,13,1125,47
561,513,714,220,26,725,47
697,594,379,465,35,1047,47
825,600,189,471,21,846,47
1160,299,89,459,34,540,47
89,459,1036,401,23,977,47
1186,570,598,303,33,1023,47
884,168,300,296,22,511,47
287,309,296,316,18,466,47
305,210,277,499,27,840,47
814,459,294,428,20,343,47
294,428,322,317,43,2061,47
324,317,869,368,28,1000,47
869,367,698,287,12,608,47
441,187,1027,421,19,498,47
1209,370,911,441,21,332,47
243,491,905,549,30,539,47
905,549,399,563,19,1105,47
833,158,532,429,25,809,47
1235,298,562,475,22,466,47
562,475,267,237,29,1292,47
267,236,600,613,36,1135,47
543,264,871,320,19,375,47
871,320,105,499,26,993,47
1238,495,952,227,27,492,47
952,227,794,391,23,998,47
338,178,123,581,30,1360,47
127,579,1237,580,29,697,47
1236,580,411,198,25,907,47
398,192,1095,415,23,850,47
1090,412,830,542,17,445,47
829,541,317,451,36,1135,47
1780,166,1250,591,34,550,33
1250,591,548,541,70,2008,33
545,535,439,293,45,1883,33
448,293,898,251,38,938,33
415,688,517,628,15,800,33
894,314,258,775,29,543,33
258,775,475,834,60,3155,33
477,832,582,412,43,1451,33
586,409,746,372,33,1451,33
745,373,196,681,31,579,33
200,675,438,237,26,530,33
440,242,1324,726,37,658,33
1320,722,430,848,29,602,33
436,846,846,698,20,444,33
848,698,1400,604,24,529,33
1398,604,359,503,36,851,33
357,503,193,585,16,300,33
1021,410,256,448,31,551,33
1610,748,520,641,25,466,33
520,641,1152,267,33,976,33
1141,275,578,591,26,445,33
581,586,967,167,22,490,33
965,170,792,314,15,347,33
796,314,642,485,16,395,33
644,485,1165,387,26,394,33
1164,388,639,638,28,544,33
665,630,1612,502,19,363,33
1611,502,732,339,42,706,33
733,340,171,322,33,570,33
170,322,1261,409,41,792,33
1251,411,735,833,22,482,33
1510,632,289,839,26,482,33
289,839,246,185,30,762,33
247,185,1274,859,44,1298,33
1269,853,310,491,32,514,33
312,491,1553,597,33,604,33
944,703,1342,706,24,458,33
1342,706,228,485,44,1419,33
1247,716,127,614,26,479,33
130,616,157,634,29,847,33
157,634,1095,251,31,837,33
1091,256,588,616,29,539,33
594,615,1048,448,29,642,33
1048,449,1465,204,31,594,33
1463,205,544,798,30,605,33
544,796,757,537,29,475,33
757,536,1016,467,13,633,33
1013,470,1391,697,28,515,33
1387,696,1076,188,37,627,33
1545,548,698,270,19,418,33
698,270,86,736,28,710,33
1633,748,200,414,34,699,33
210,414,1093,509,28,531,33
1089,509,1589,383,21,595,33
1588,383,441,335,30,531,33
449,336,1134,694,32,507,33
1134,693,1143,145,36,585,33
1143,146,591,316,37,604,33
591,318,1631,257,25,475,33
452,849,1049,845,18,335,33
1049,845,860,474,25,805,33
858,475,371,639,22,444,33
1494,516,885,505,19,435,33
885,505,1119,456,17,922,33
1118,456,1433,346,15,404,33
1423,351,871,642,37,607,33
871,641,225,461,29,1042,33
225,460,259,512,21,355,33
269,511,1510,480,25,459,33
610,444,503,289,27,473,33
506,291,1428,729,22,442,33
1416,725,136,367,31,517,33
137,367,1634,372,31,675,33
1627,376,1754,303,26,448,33
979,500,412,447,24,699,33
421,447,1349,552,27,587,33
1344,553,292,821,40,667,33
298,817,395,822,18,332,33
807,846,347,641,24,466,33
893,491,523,289,23,416,33
523,289,350,203,32,775,33
360,207,1767,439,39,917,33
1746,437,1247,818,48,1164,33
374,793,1566,528,31,567,33
1566,528,347,390,39,1150,33
353,390,1624,349,32,562,33
728,202,485,330,16,282,33
485,330,1044,450,15,652,33
1562,473,1199,501,30,667,33
1240,516,1248,522,10,278,33
1248,522,1285,868,37,915,33
1492,624,106,582,29,585,33
578,393,313,433,17,388,33
313,433,1220,675,27,731,33
1217,675,980,697,17,490,33
980,691,841,256,13,323,33
844,259,1731,606,33,546,33
1731,605,1138,846,52,1404,33
1505,757,321,531,28,597,33
321,531,1668,283,24,690,33
1664,284,649,679,44,939,33
649,676,592,217,26,715,33
1761,599,586,287,28,450,33
586,287,309,322,27,956,33
313,322,191,551,41,637,33
1506,324,224,328,28,533,33
224,328,1777,628,35,763,33
1775,628,994,430,35,612,33
1194,819,846,759,13,199,33
798,749,814,757,12,229,33
814,757,762,392,15,630,33
761,393,459,541,25,466,33
465,540,559,333,16,509,33
133,780,90,562,27,435,33
90,563,1460,700,38,755,33
1457,700,1415,707,12,221,33
1420,705,1496,165,23,443,33
1493,171,1113,480,23,458,33
1106,385,1335,772,11,166,33
1399,744,380,325,28,479,33
380,325,288,262,23,723,33
290,262,1342,811,31,523,33
1338,809,1097,251,30,475,33
1096,251,531,703,27,491,33
532,698,1087,265,31,596,33
1085,274,1034,168,14,346,33
1033,173,214,752,32,651,33
217,751,834,713,34,603,33
843,713,1346,591,15,290,33
1347,591,709,210,34,771,33
710,212,1241,527,21,387,33
1237,528,215,466,31,508,33
520,244,1068,881,29,457,33
1083,859,928,612,36,567,33
932,612,1611,575,23,521,33
405,793,1012,407,24,416,33
1012,407,240,188,36,717,33
243,188,1326,853,41,1380,33
1325,853,1694,800,27,514,33
1694,801,856,385,25,882,33
859,388,1057,498,10,227,33
1034,460,1477,594,29,547,33
1474,594,1342,285,29,483,33
1341,285,815,559,39,834,33
507,716,598,249,23,531,33
600,249,1565,840,30,570,33
133,554,437,787,41,858,33
485,311,1497,642,76,687,74
1496,642,1487,397,58,526,74
1486,397,697,841,72,524,74
697,842,313,501,81,610,74
313,502,200,663,54,465,74
179,681,185,669,47,391,74
186,669,773,532,67,514,74
773,533,1020,552,45,440,74
1020,553,714,449,37,397,74
715,449,303,475,46,475,74
266,509,297,501,25,270,74
1253,166,1451,695,50,340,74
1373,569,1204,313,44,400,74
1204,314,822,705,67,602,74
527,232,959,311,51,462,74
960,312,845,564,68,548,74
1753,376,1798,364,14,187,74
1798,366,258,573,80,602,74
259,573,571,362,59,567,74
572,363,1393,745,48,460,74
1392,745,1157,466,52,443,74
541,575,585,589,38,444,74
1171,193,244,263,45,387,74
877,552,894,734,24,197,74
893,734,1412,308,74,622,74
1411,308,399,240,77,601,74
399,241,857,382,65,449,74
857,383,406,326,57,487,74
1255,233,796,620,51,363,74
796,620,1733,379,64,638,74
1733,380,787,566,72,552,74
787,567,1661,732,51,511,74
262,234,319,227,17,316,74
320,227,1530,171,76,513,74
1529,171,1606,366,72,599,74
1606,367,1206,706,68,461,74
1206,707,433,609,73,527,74
454,610,522,600,29,212,74
522,601,270,222,73,584,74
1192,412,1629,603,37,247,74
1629,603,542,469,70,586,74
542,470,1655,441,59,489,74
1655,442,327,396,87,649,74
1718,172,519,556,90,607,74
519,557,331,544,50,451,74
331,545,1777,374,80,604,74
1777,375,139,406,76,562,74
773,527,186,214,39,471,74
187,215,570,466,53,412,74
569,466,1283,528,66,488,74
689,598,464,296,34,292,74
464,297,1223,484,78,553,74
1223,485,1550,711,41,308,74
1542,270,287,283,80,588,74
430,702,398,687,66,527,74
1124,168,1104,329,81,625,74
398,534,441,515,19,180,74
1445,718,444,385,50,369,74
777,276,1637,379,84,645,74
791,220,200,441,58,524,74
196,444,213,450,42,442,74
212,450,177,469,17,208,74
1359,690,1338,690,15,123,74
940,261,563,454,41,445,74
1024,808,1694,532,46,386,74
524,573,590,614,27,180,74
591,614,1199,735,37,294,74
1223,710,1203,728,14,90,74
1498,726,1069,344,48,368,74
1070,344,785,388,77,517,74
785,389,426,571,67,621,74
427,571,1751,699,81,611,74
1750,699,1742,668,14,117,74
1741,668,108,350,96,686,74
109,350,191,664,69,496,74
414,266,1097,656,79,692,74
1275,806,1328,831,43,388,74
1326,831,528,677,60,448,74
528,678,799,278,46,529,74
799,279,1329,510,81,728,74
1770,643,1000,185,42,354,74
305,767,1768,632,40,369,74
1755,645,1732,666,14,105,74
1732,666,1013,193,74,666,74
1013,194,668,435,32,312,74
546,744,949,407,54,545,74
834,462,1086,243,34,377,74
1808,442,395,647,91,651,74
396,647,1474,517,88,718,74
1473,517,750,401,80,602,74
143,289,143,301,43,378,74
144,301,1069,786,61,576,74
1082,820,1086,788,20,154,74
1085,788,145,814,79,555,74
146,815,175,804,22,162,74
1684,182,551,600,68,547,74
550,603,559,606,30,321,74
556,609,538,613,12,236,74
538,614,1021,683,37,310,74
585,364,1194,578,38,312,74
1194,578,1560,658,75,629,74
1559,658,723,764,55,461,74
450,322,1280,197,29,364,74
1280,197,1418,328,77,567,74
547,558,220,832,45,308,74
220,832,1460,253,76,631,74
1460,254,204,447,63,592,74
205,448,1274,755,98,671,74
1273,755,1600,510,75,550,74
1599,510,685,327,53,536,74
684,327,642,300,20,182,74
1804,709,1421,712,29,262,74
1421,712,1437,633,62,519,74
401,214,130,542,52,380,74
130,542,889,200,79,640,74
888,195,1235,253,41,437,74
1712,568,827,676,68,610,74
170,303,81,282,54,458,74
769,252,1564,650,63,429,74
1563,650,1721,745,97,680,74
1720,745,1791,197,61,436,74
1790,197,1176,525,50,502,74
1175,525,923,699,29,233,74
924,699,366,277,62,564,74
1498,281,1226,395,33,305,74
1426,332,1080,494,51,355,74
1559,487,1342,749,31,206,74
1342,749,615,570,77,567,74
615,571,521,739,63,439,74
522,740,1531,645,73,573,74
1531,646,110,553,52,535,74
128,545,1577,291,62,520,74
1576,292,277,216,68,527,74
277,217,231,148,45,429,74
83,212,799,719,39,357,74
799,718,1406,584,97,687,74
910,262,265,298,41,334,74
265,299,463,770,72,535,74
464,771,453,446,53,462,74
452,446,417,448,13,130,74
849,735,561,676,30,254,74
562,675,1575,307,49,383,74
1575,308,1099,361,45,371,74
1023,458,1067,458,12,88,74
1526,283,1806,178,73,609,74
1098,464,455,705,33,213,74
141,779,211,777,14,86,74
186,810,1086,468,55,378,74
463,693,490,686,18,133,74
491,688,1587,702,56,568,74
1587,703,690,697,68,591,74
691,697,941,192,48,362,74
546,309,739,880,35,254,74
739,880,700,764,72,601,74
701,763,363,751,65,454,74
364,752,792,126,74,537,74
792,127,1393,145,66,656,74
1393,146,929,673,73,547,74
929,674,1754,580,74,599,74
1753,580,1044,265,71,491,74
1044,266,1738,217,72,520,74
1737,218,912,628,74,505,74
147,864,1538,837,76,552,74
1334,796,575,399,39,261,74
575,399,676,325,68,578,74
676,326,64,552,66,489,74
57,563,75,584,12,239,74
76,584,86,775,65,495,74
87,775,303,644,58,406,74
303,645,1516,694,69,582,74
1190,561,287,775,55,422,74
255,794,244,801,15,164,74
230,789,243,787,21,211,74
243,787,1728,378,112,800,74
1637,662,1684,679,39,287,74
1684,680,711,594,87,604,74
1019,524,1446,508,25,166,74
1446,508,334,608,66,642,74
1742,420,895,813,79,573,74
582,491,583,463,36,374,74
583,462,1380,149,71,710,74
788,288,933,305,12,66,74
1731,403,768,275,54,431,74
768,275,921,280,48,370,74
971,289,1030,770,52,388,74
1029,770,1017,734,19,149,74
1016,734,108,731,89,621,74
109,731,705,602,57,576,74
36,131,754,461,22,55712,94
757,459,883,421,13,425,94
865,421,151,514,33,731,94
153,512,437,336,34,709,94
444,335,460,329,19,1001,94
457,328,455,317,29,610,94
475,314,439,334,29,11853,94
304,262,233,502,28,575,94
234,494,231,320,20,506,94
248,320,919,215,22,648,94
920,214,931,194,216,10641,94
926,199,895,482,35,1221,94
874,481,100,394,31,689,94
885,492,132,401,67,1244,94
132,401,189,474,19,993,94
224,471,756,446,26,651,94
753,438,661,212,53,1949,94
675,214,965,291,13,462,94
959,283,905,184,12,366,94
903,189,851,346,20,469,94
779,233,645,381,14,204,94
509,433,798,237,37,658,94
982,356,145,250,37,807,94
145,250,588,525,29,1101,94
597,513,707,445,18,983,94
676,142,96,203,32,577,94
96,203,578,210,23,1050,94
584,213,868,259,23,521,94
1200,380,415,546,31,556,94
415,546,1157,374,29,1142,94
1129,355,217,169,61,1641,94
222,170,307,172,28,1117,94
99,297,887,392,28,532,94
887,392,730,156,16,861,94
735,162,932,385,21,523,94
942,397,1033,529,22,541,94
1027,520,1039,152,33,887,94
1038,152,498,305,48,966,94
528,305,889,365,24,577,94
345,298,141,150,29,499,94
268,540,861,323,33,1200,94
118,181,967,352,36,670,94
967,352,434,446,30,1073,94
450,443,914,495,18,584,94
907,488,225,461,26,603,94
229,449,265,270,18,419,94
286,271,678,505,26,559,94
1081,464,393,165,39,701,94
119,230,416,191,23,408,94
416,191,119,470,24,1011,94
130,468,723,333,23,585,94
746,325,890,189,23,592,94
675,554,287,426,17,379,94
287,426,107,331,14,740,94
793,523,960,316,20,469,94
956,314,514,160,32,1009,94
455,533,680,556,23,380,94
680,556,713,105,31,1190,94
713,108,757,548,25,783,94
754,531,839,160,22,579,94
836,164,839,266,13,521,94
853,273,1106,403,20,514,94
1092,406,883,558,20,469,94
106,415,578,192,25,506,94
578,192,845,208,20,1015,94
802,219,233,552,32,967,94
259,546,1059,467,29,791,94
1053,465,666,323,24,499,94
669,336,814,560,43,1341,94
807,554,501,449,31,1018,94
506,436,743,362,27,551,94
743,362,350,364,33,764,94
1030,114,1109,368,40,1369,94
1095,365,292,170,27,790,94
73,368,279,231,12,337,94
279,231,460,202,23,1144,94
475,206,1133,459,26,694,94
1129,457,1110,224,22,469,94
1081,225,821,528,24,557,94
812,524,190,282,28,615,94
198,237,1190,205,18,534,94
1185,200,1174,185,16,455,94
1141,184,184,229,41,1032,94
828,303,496,533,28,498,94
496,533,127,476,31,1080,94
156,465,114,202,16,470,94
911,334,665,412,17,438,94
658,412,539,451,15,433,94
539,443,617,153,21,497,94
105,499,869,188,29,562,94
869,188,756,193,19,908,94
769,209,944,522,27,678,94
934,520,679,555,31,741,94
684,543,758,463,15,800,94
751,455,633,146,28,1017,94
1196,551,554,138,27,424,68
555,138,1435,490,30,858,68
792,299,413,197,26,410,68
413,198,614,332,33,714,68
234,284,1118,181,23,397,68
1118,181,1350,255,38,849,68
1349,255,1140,318,21,480,68
1138,319,674,554,47,889,68
1022,166,916,298,19,354,68
914,299,561,527,38,748,68
562,527,1437,135,24,536,68
1174,456,912,201,24,384,68
914,202,110,603,35,905,68
111,603,915,294,20,479,68
910,361,214,211,27,517,68
214,210,852,363,23,411,68
851,363,794,333,29,537,68
794,332,122,438,29,704,68
330,327,1392,597,34,614,68
276,219,850,333,25,503,68
851,334,192,358,39,903,68
197,355,934,557,35,682,68
692,475,185,161,32,551,68
185,161,1320,302,35,656,68
1319,302,802,264,33,557,68
695,548,1255,559,28,487,68
138,562,1010,230,36,576,68
1010,230,777,617,30,705,68
780,613,989,216,28,457,68
988,216,530,561,27,497,68
529,565,506,587,23,764,68
302,378,1117,257,37,757,68
1106,280,1108,271,13,813,68
1108,271,1112,266,18,634,68
1112,267,1110,269,10,449,68
1118,270,1127,278,43,941,68
1127,278,1259,443,32,1171,68
1253,443,202,309,31,543,68
215,309,1102,473,30,633,68
309,308,714,329,19,447,68
714,329,563,205,16,608,68
956,506,792,495,26,606,68
793,495,1367,466,33,801,68
356,267,1368,362,28,536,68
328,258,922,411,28,479,68
922,411,676,157,30,588,68
976,522,614,326,23,457,68
615,325,581,482,37,843,68
569,494,747,460,22,408,68
748,458,940,160,19,558,68
935,164,269,556,26,496,68
271,555,367,415,38,757,68
368,415,279,475,34,646,68
407,549,1019,538,63,1090,68
792,363,1137,372,20,484,68
1159,222,522,426,28,582,68
522,426,1321,335,27,716,68
1319,336,960,406,26,557,68
84,215,275,523,36,569,68
276,523,513,591,43,852,68
510,580,917,329,30,512,68
776,149,572,173,34,588,68
573,174,163,439,46,942,68
165,438,1091,565,42,660,68
1091,566,177,148,44,945,68
462,411,1015,226,28,766,68
1015,227,1423,238,34,628,68
1422,238,641,619,41,880,68
642,620,936,334,37,849,68
933,334,156,402,29,513,68
162,401,1286,334,50,867,68
753,177,1397,267,28,639,68
1396,267,1125,532,31,684,68
1125,533,272,236,41,762,68
804,423,370,306,17,365,68
372,307,1410,305,42,731,68
1408,305,1397,417,36,659,68
1396,418,875,555,35,657,68
853,533,258,306,29,479,68
258,308,1084,459,40,954,68
1083,460,392,209,40,696,68
393,209,1022,199,28,504,68
1023,199,414,321,39,701,68
414,320,771,477,36,750,68
785,479,132,353,22,518,68
672,569,501,563,12,183,68
233,597,683,569,47,900,68
685,570,770,544,36,667,68
771,544,1004,409,34,607,68
997,414,1305,169,40,758,68
1236,171,1241,217,33,671,68
1240,217,694,225,26,850,68
694,232,464,512,28,748,68
465,512,290,457,38,977,68
292,455,1109,239,41,850,68
1103,241,709,248,30,606,68
707,249,237,495,26,496,68
212,492,1232,535,52,954,68
1231,535,436,297,41,786,68
437,297,536,409,24,480,68
174,344,1126,608,32,633,68
1126,608,698,197,29,562,68
674,206,239,270,20,368,68
244,272,979,627,49,978,68
978,627,712,353,28,504,68
1198,353,881,365,34,610,68
880,365,452,236,33,550,68
455,239,209,522,40,766,68
219,521,598,211,34,600,68
599,213,618,560,27,418,68
1276,200,212,480,31,500,68
212,480,822,249,34,609,68
821,251,379,298,31,537,68
695,390,1010,425,21,417,68
1010,425,1147,338,38,697,68
1142,341,853,300,25,443,68
848,303,519,507,17,354,68
520,507,347,355,23,534,68
348,355,823,303,24,426,68
565,357,779,489,34,557,68
779,489,145,338,51,901,68
146,337,921,587,38,687,68
1406,233,897,557,26,500,68
916,348,689,197,28,449,68
689,197,817,558,41,810,68
810,558,112,511,27,456,68
116,511,1422,159,36,902,68
1420,161,669,443,35,666,68
676,438,1334,223,19,550,68
738,479,145,246,42,851,68
146,247,610,492,42,709,68
612,490,891,366,30,639,68
890,366,298,533,32,646,68
941,713,735,844,60,2210,4
735,842,992,175,41,1065,4
992,174,528,539,92,2009,4
525,539,229,629,35,1529,4
1238,532,1417,776,34,550,4
1417,776,1182,327,87,2664,4
1182,326,1459,594,53,1569,4
364,225,1406,820,90,2356,4
1406,819,478,301,47,2826,4
473,303,201,823,51,1490,4
206,823,935,870,73,1281,4
963,888,1669,252,68,1858,4
1664,253,1383,311,29,721,4
1382,311,1232,506,44,929,4
1240,505,1715,568,39,849,4
1708,569,329,632,42,1114,4
328,632,267,594,93,3402,4
834,314,388,570,37,600,4
388,570,1657,720,54,1586,4
1658,720,1689,528,25,449,4
1679,530,904,741,38,777,4
905,741,1559,424,69,1201,4
398,701,815,731,32,650,4
1442,373,1059,466,32,502,4
1040,467,1465,575,107,3956,4
1461,575,807,716,56,999,4
809,716,776,543,29,626,4
776,546,138,549,22,514,4
145,549,96,294,34,625,4
97,294,1776,406,37,777,4
635,790,868,558,37,600,4
868,558,1626,534,46,975,4
1625,533,394,413,28,505,4
392,413,1520,382,38,713,4
1517,382,762,734,43,890,4
595,497,1351,811,39,715,4
1340,282,931,471,33,600,4
931,471,1055,622,36,894,4
1053,622,1041,392,15,321,4
1041,391,795,545,30,489,4
794,546,403,655,22,686,4
405,655,1536,793,49,879,4
1326,657,1663,710,27,546,4
1663,708,1655,672,12,248,4
1654,672,194,570,27,674,4
197,570,1701,409,35,657,4
611,150,1700,617,36,793,4
1700,617,1777,509,28,707,4
472,662,1773,412,50,869,4
1702,578,1214,604,33,695,4
1215,604,1720,814,22,361,4
1720,813,470,137,33,562,4
474,135,533,420,34,614,4
535,420,1524,680,29,626,4
587,720,1758,667,27,550,4
1758,667,1118,643,23,546,4
1121,643,254,789,30,784,4
258,789,1798,204,39,705,4
1797,204,1755,199,27,495,4
1753,199,325,607,41,681,4
972,328,1038,419,15,321,4
763,521,480,668,30,517,4
481,668,1314,561,27,639,4
1313,560,353,499,38,609,4
355,498,615,616,32,529,4
616,616,875,205,38,674,4
876,205,1486,342,45,954,4
1485,342,1625,627,23,610,4
1624,627,1351,589,25,401,4
1351,590,1106,584,30,777,4
1104,584,456,415,34,529,4
458,415,658,447,23,376,4
1561,804,574,471,37,600,4
1537,590,1242,568,15,233,4
1250,325,454,229,28,447,4
948,424,1367,533,13,292,4
1384,398,1446,493,27,518,4
303,441,1545,375,31,585,4
917,496,310,559,27,503,4
462,746,559,601,13,321,4
560,601,1786,744,41,721,4
1067,307,1565,863,30,530,4
1819,276,1397,583,47,833,4
1398,582,1224,317,35,854,4
935,305,1665,843,29,495,4
1665,843,682,494,37,656,4
683,494,1090,752,33,569,4
1090,750,691,721,24,344,4
817,471,60,627,35,546,4
61,626,1251,174,35,633,4
178,149,967,849,42,684,4
967,849,1499,829,50,990,4
543,208,1319,761,28,451,4
1376,756,1418,434,23,517,4
1417,433,1786,866,26,569,4
122,804,1603,168,35,620,4
1603,168,1463,356,32,635,4
1069,755,394,599,21,322,4
396,596,471,312,28,441,4
459,614,446,725,18,262,4
446,726,1014,741,28,521,4
