startx,starty,stopx,stopy,length,time,userid
1239,547,166,423,37,748,46
171,423,721,591,27,602,46
937,471,118,368,34,650,46
586,407,149,261,29,500,46
193,594,1066,198,38,650,46
246,477,775,229,33,674,46
775,229,585,312,32,774,46
584,312,109,411,26,552,46
166,578,679,245,25,642,46
678,245,1239,507,41,728,46
1238,507,781,344,37,612,46
781,344,885,508,32,588,46
884,508,1169,636,49,931,46
759,568,550,250,22,510,46
550,250,1136,249,36,805,46
225,630,1032,179,23,415,46
1182,308,555,325,30,588,46
554,325,1017,390,37,790,46
1016,390,1311,407,15,579,46
1310,407,1285,363,10,140,46
1287,369,435,318,33,797,46
81,422,1260,401,23,546,46
1256,401,109,149,39,768,46
109,150,218,413,40,728,46
1333,271,230,557,51,832,46
230,557,1063,242,36,800,46
1063,244,719,211,27,592,46
1171,589,624,258,25,542,46
592,302,214,287,44,954,46
214,288,1251,456,57,1066,46
146,466,766,480,35,599,46
316,395,300,377,21,524,46
301,377,953,371,20,547,46
953,372,889,504,32,508,46
982,640,987,242,68,53090,39
1987,657,1157,832,56,1015,39
1157,832,578,747,47,2039,39
580,747,1382,485,40,930,39
1382,484,487,253,39,1131,39
488,253,954,300,33,1744,39
955,300,1202,241,60,1584,39
1203,241,1595,941,39,866,39
1595,935,1467,276,30,827,39
403,838,1820,945,39,892,39
1820,945,1895,481,27,810,39
1894,481,1715,643,24,530,39
1714,642,1588,244,31,575,39
1590,244,1806,152,28,1012,39
686,154,1954,318,53,1067,39
861,403,454,784,49,801,39
1806,631,278,790,64,1079,39
278,790,2024,757,44,1205,39
1838,826,951,617,68,1328,39
951,617,935,911,24,674,39
936,911,1588,466,47,921,39
1588,467,1802,817,41,1031,39
1802,816,572,417,55,1423,39
573,420,655,685,24,479,39
655,684,992,472,25,496,39
990,488,1702,238,30,936,39
1702,240,1712,835,59,1432,39
1708,834,755,460,32,650,39
1601,538,776,692,57,1141,39
782,688,778,696,15,1036,39
794,708,792,708,21,3821,39
1292,722,1455,541,41,1323,39
1780,803,1636,848,20,324,39
1534,896,1775,815,47,950,39
618,888,267,353,53,988,39
267,353,1225,537,37,895,39
1225,536,1335,231,31,726,39
1335,232,1050,786,39,864,39
1052,783,95,861,56,1010,39
1226,763,1316,936,26,646,39
1316,935,768,374,26,662,39
768,375,548,577,18,658,39
551,577,1734,345,33,676,39
1735,347,1867,632,20,578,39
1860,633,1885,587,15,1008,39
1885,588,1284,893,33,608,39
1285,893,408,313,38,880,39
408,314,802,455,14,1064,39
803,456,147,795,35,832,39
147,796,892,758,51,1206,39
891,758,182,802,33,650,39
2021,251,731,765,41,908,39
1713,471,690,525,57,1769,39
671,526,672,541,17,618,39
1737,341,1364,338,12,178,39
533,200,1741,345,32,522,39
1741,345,1385,748,35,759,39
1385,747,255,652,37,890,39
1787,515,161,787,43,861,39
161,787,586,176,40,1136,39
586,177,1362,308,49,956,39
1361,310,696,485,30,643,39
697,485,1243,545,41,1272,39
1242,545,448,357,22,502,39
450,357,1158,940,45,1512,39
1158,938,902,200,31,870,39
1154,465,84,692,61,1045,39
695,932,738,343,45,859,39
738,344,1376,353,28,692,39
1375,353,238,276,20,928,39
964,195,1576,795,33,709,39
915,664,274,188,34,706,39
274,188,412,418,27,1637,39
413,418,625,382,27,1244,39
625,383,906,527,23,608,39
910,523,1347,413,37,789,39
1347,414,1236,774,24,464,39
1237,773,1967,694,31,626,39
995,552,2013,491,33,533,39
2013,491,690,824,42,900,39
691,824,1702,432,34,742,39
1698,433,1266,620,32,1128,39
1247,628,203,777,36,691,39
204,777,1234,483,30,2664,39
1232,484,805,625,16,484,39
807,625,1585,942,32,570,39
1583,941,732,555,30,594,39
734,555,1512,322,21,827,39
881,942,212,787,36,684,39
212,787,1880,224,49,1926,39
1878,225,1523,692,39,706,39
1272,694,1505,167,34,612,39
1505,167,711,645,31,767,39
715,643,267,634,23,703,39
267,635,625,464,26,762,39
627,464,2067,165,40,932,39
2066,165,320,300,55,1002,39
851,505,2068,921,27,830,39
740,629,586,230,34,590,102
586,231,509,546,29,478,102
665,158,288,370,22,502,102
288,370,694,598,41,811,102
672,494,721,491,12,193,102
726,498,675,615,29,515,102
676,615,931,301,34,537,102
1254,680,416,349,25,605,102
418,349,679,474,26,473,102
676,473,611,465,11,212,102
610,465,131,491,31,602,102
132,491,313,342,24,406,102
313,341,114,530,19,421,102
1428,616,1061,513,30,479,102
1247,405,429,391,31,516,102
429,391,1019,381,51,1041,102
1013,381,746,657,37,617,102
746,656,1155,402,23,455,102
1152,404,1147,669,39,690,102
1142,666,611,550,27,517,102
344,408,594,630,22,439,102
595,630,1348,402,48,1039,102
266,453,895,222,23,359,102
895,222,726,266,34,640,102
725,268,978,694,43,767,102
1287,258,208,341,36,684,102
485,131,724,307,24,426,102
409,353,629,123,32,534,102
629,126,1272,527,29,553,102
1272,528,1305,220,41,741,102
1297,225,928,670,37,677,102
928,669,388,549,30,640,102
389,549,678,199,35,585,102
678,200,836,155,23,474,102
1122,550,883,165,30,635,102
880,165,375,534,37,733,102
376,534,664,300,30,531,102
664,299,365,596,29,549,102
371,590,598,578,26,489,102
599,578,609,559,13,226,102
612,558,1295,162,36,609,102
619,272,1404,698,27,932,102
1403,696,1313,620,26,550,102
1312,620,979,591,36,697,102
978,588,536,551,21,418,102
534,548,908,661,32,570,102
907,661,387,414,48,769,102
389,414,460,405,12,311,102
906,374,1098,361,21,450,102
295,663,451,690,25,483,102
452,687,191,154,37,698,102
191,155,447,96,33,564,102
441,135,1272,411,36,685,102
1271,412,712,562,40,695,102
714,562,1116,158,49,804,102
1292,680,1008,686,24,555,102
272,475,1126,648,38,617,102
164,476,473,298,24,371,102
473,298,1056,122,37,831,102
1056,123,1259,467,22,422,102
1260,467,758,310,34,639,102
704,596,753,581,10,201,102
755,579,1211,570,22,515,102
1207,569,624,203,34,895,102
625,204,748,642,40,737,102
746,642,155,675,38,858,102
186,590,758,269,32,687,102
758,272,171,487,35,622,102
172,487,1179,400,39,656,102
1225,603,1120,474,15,294,102
1220,570,952,286,26,414,102
952,286,1028,566,38,934,102
1027,564,174,171,36,720,102
176,171,377,279,25,474,102
847,540,165,596,38,729,102
1357,504,684,472,29,564,102
684,472,935,316,37,796,102
934,316,1342,171,34,638,102
1048,533,766,535,31,609,102
766,535,484,310,38,739,102
485,310,712,354,32,756,102
705,354,320,612,38,884,102
320,611,875,278,25,456,102
875,281,1020,498,26,446,102
466,288,716,447,22,371,102
694,448,1039,493,24,568,102
810,506,388,498,29,901,102
1344,397,1018,244,27,538,102
1018,244,415,297,38,767,102
578,255,937,256,26,416,102
1304,607,939,198,44,893,102
939,200,372,643,47,764,102
374,643,1266,391,33,644,102
504,438,184,374,26,564,102
184,374,328,318,35,890,102
329,318,296,690,39,663,102
298,690,295,658,23,452,102
1076,454,225,411,40,650,102
1295,360,420,614,38,637,102
916,326,258,450,44,889,102
253,453,240,464,19,428,102
242,468,345,504,29,451,102
360,484,273,446,28,451,102
995,521,643,515,28,580,102
643,515,784,284,33,722,102
784,286,808,406,19,422,102
530,398,952,476,23,477,102
952,476,1416,374,44,827,102
1415,374,218,282,37,1236,102
218,281,987,486,30,702,102
358,582,1181,552,30,731,102
1180,552,386,310,39,632,102
388,313,166,342,27,554,102
357,208,659,301,22,750,102
658,302,232,160,40,702,102
570,518,1066,551,45,967,102
1066,551,450,690,42,1167,102
450,688,574,368,36,577,102
576,368,247,258,39,626,102
248,258,1052,562,38,620,102
1050,562,1164,431,33,735,102
62,215,720,614,40,810,102
720,614,794,302,29,718,102
620,374,282,190,24,524,102
282,190,961,179,42,766,102
961,178,1344,465,35,680,102
1344,464,472,180,37,672,102
972,566,452,600,36,641,102
1035,289,799,606,36,844,102
800,606,1380,264,47,882,102
1370,264,401,255,37,675,102
402,257,1176,525,33,743,102
1170,525,1114,430,39,641,102
961,261,546,514,23,361,102
862,273,324,467,33,530,102
1060,226,742,367,18,348,102
480,470,1084,237,21,333,102
1084,237,655,672,34,790,102
1146,510,794,528,32,662,102
706,471,1392,354,21,575,102
1396,354,1368,254,33,656,102
1144,288,765,373,38,617,102
764,374,753,361,34,550,102
693,605,377,658,24,617,102
380,661,403,667,13,466,102
403,667,1096,452,37,824,102
1097,452,1316,504,24,430,102
950,692,1135,166,25,370,34
1135,167,693,788,26,470,34
694,788,1190,470,35,669,34
1190,471,354,370,35,651,34
1853,527,535,456,24,417,34
535,456,1757,588,41,856,34
1756,588,902,818,37,604,34
903,818,1429,656,30,534,34
1428,656,1090,594,23,456,34
1090,595,926,661,27,554,34
926,662,441,427,34,545,34
442,427,781,693,35,570,34
515,566,160,646,15,234,34
164,650,195,665,13,199,34
196,665,354,608,22,568,34
355,608,1288,638,40,659,34
1287,638,814,375,31,510,34
813,374,402,152,26,405,34
403,152,483,454,28,460,34
482,454,1719,779,35,758,34
1718,779,1855,857,45,836,34
1854,857,744,408,28,544,34
884,252,419,531,29,651,34
420,531,840,270,32,513,34
840,271,949,508,29,501,34
193,498,222,491,40,739,34
1737,493,144,519,35,733,34
145,519,1017,290,33,614,34
1017,291,931,474,25,407,34
930,474,193,233,30,483,34
194,233,1681,690,32,556,34
902,685,269,569,22,478,34
362,563,1852,637,34,684,34
1851,637,1017,202,35,639,34
1578,768,253,323,33,600,34
1377,787,834,402,25,450,34
834,402,1586,628,31,694,34
1585,628,537,619,30,535,34
538,619,1378,483,32,533,34
1168,273,197,312,36,708,34
198,312,384,273,38,638,34
385,274,1078,329,31,496,34
1237,167,614,874,33,522,34
614,874,1039,255,37,658,34
1026,267,1357,330,35,555,34
917,612,1534,877,29,447,34
1533,877,1156,719,30,635,34
1156,718,888,152,25,523,34
888,153,1394,554,35,577,34
1393,554,1720,476,32,543,34
1719,476,792,785,26,496,34
793,785,189,300,41,798,34
190,300,609,341,38,726,34
609,342,1141,259,36,576,34
1141,260,570,471,37,708,34
571,471,220,369,42,674,34
222,369,1791,308,28,490,34
1790,309,898,307,34,608,34
898,308,1617,530,35,602,34
1616,530,1392,534,26,443,34
1391,534,1398,283,26,400,34
1397,283,114,171,39,766,34
115,172,1097,200,30,604,34
1096,200,1726,249,44,711,34
1725,249,465,201,42,682,34
466,201,776,694,35,634,34
776,695,982,338,23,455,34
1811,747,1528,767,14,262,34
1528,767,435,649,47,842,34
436,649,645,488,19,390,34
641,483,1674,259,38,675,34
1673,259,155,221,40,996,34
155,222,381,653,30,585,34
381,654,116,831,29,575,34
117,831,587,590,36,588,34
587,591,171,552,47,906,34
172,552,1142,175,43,679,34
1013,292,1100,617,25,451,34
1099,617,941,392,20,470,34
324,377,308,382,15,222,34
308,382,1821,318,41,771,34
1820,318,639,482,37,643,34
639,481,1306,597,39,938,34
1305,597,923,825,31,493,34
923,824,727,501,27,488,34
728,502,1160,635,28,458,34
1159,635,1596,365,31,556,34
1595,365,1642,736,32,540,34
1642,735,954,687,33,573,34
954,686,120,268,31,628,34
124,268,1760,223,33,639,34
1759,223,783,304,28,494,34
783,305,393,276,32,515,34
394,276,1841,600,36,658,34
1838,600,1221,377,29,479,34
1220,377,266,755,34,577,34
268,755,1758,786,40,749,34
998,813,560,234,26,487,34
559,234,812,404,37,716,34
993,536,778,273,22,345,34
778,273,546,209,35,597,34
545,209,1441,392,38,699,34
1440,392,631,483,25,616,34
630,483,511,256,24,360,34
512,256,1422,278,27,492,34
1044,643,1239,325,31,637,34
1238,325,1498,377,27,497,34
251,520,721,613,29,566,34
721,613,311,376,32,614,34
311,375,363,773,31,664,34
367,772,826,746,39,756,34
826,745,225,838,34,581,34
226,838,1290,328,39,737,34
1289,328,704,822,37,656,34
704,821,836,557,30,574,34
837,557,1390,732,33,659,34
1389,732,1029,813,41,679,34
1030,813,1533,306,27,429,34
1345,728,179,825,34,766,34
184,825,573,380,43,682,34
999,682,1131,775,28,508,34
1131,774,189,568,35,582,34
190,568,143,354,31,479,34
143,355,369,159,30,464,34
368,159,286,429,20,336,34
287,429,1723,309,48,860,34
1723,310,1185,691,32,561,34
1188,692,1865,123,38,711,34
1864,123,1542,730,28,510,34
1542,729,1336,521,27,444,34
783,542,351,397,49,1000,34
352,397,539,860,32,542,34
540,860,760,215,35,554,34
759,215,286,796,34,530,34
287,796,811,637,26,483,34
810,637,168,615,45,829,34
169,615,1524,558,39,910,34
1523,558,1580,543,28,528,34
1578,543,1159,527,28,466,34
1158,527,83,838,44,737,34
84,838,1674,146,41,704,34
1673,147,1709,122,37,687,34
1708,122,1014,323,52,824,34
1013,324,471,225,27,478,34
728,418,467,826,19,301,34
629,698,365,225,28,547,34
1073,152,754,643,25,400,34
754,643,1444,460,31,623,34
1443,460,368,250,52,850,34
369,250,849,420,30,466,34
848,420,286,147,30,469,34
287,148,414,616,30,515,34
415,616,755,442,35,590,34
1668,276,1228,683,31,496,34
1228,683,542,308,20,530,34
543,308,350,559,21,375,34
357,559,982,798,34,587,34
982,797,348,467,32,602,34
349,467,1591,750,36,627,34
1590,750,1460,781,39,625,34
1459,781,394,239,39,635,34
395,239,1275,285,42,701,34
1274,285,406,161,28,440,34
407,161,105,143,39,647,34
106,143,273,527,35,563,34
274,527,749,499,28,463,34
748,499,699,729,23,401,34
700,728,447,124,33,560,34
442,130,1484,251,31,709,34
964,437,699,388,22,351,34
699,388,1526,629,33,693,34
1087,354,1775,661,38,613,34
241,301,703,319,29,498,34
703,320,1818,376,36,647,34
1813,365,1705,526,25,371,34
1798,422,1379,270,32,664,34
1378,270,1661,348,28,756,34
1658,348,211,525,27,648,34
212,525,394,498,34,560,34
399,498,640,605,27,461,34
641,605,253,812,30,500,34
254,812,1755,252,36,607,34
1754,252,77,833,46,778,34
78,833,856,726,36,614,34
855,727,1110,468,32,526,34
1107,468,1724,354,34,688,34
214,333,435,352,23,489,34
195,713,1204,641,34,553,34
1204,641,1820,606,32,761,34
1097,219,531,255,31,492,34
531,255,284,257,26,512,34
285,258,613,215,34,651,34
614,215,1137,220,26,562,34
1110,617,1634,338,26,451,34
629,318,257,377,44,149026,67
275,562,616,595,32,1025,67
615,594,534,598,22,576,67
534,597,278,526,30,585,67
283,526,889,590,50,1055,67
199,593,670,133,35,560,67
670,133,728,642,46,1041,67
728,638,1166,140,39,735,67
340,384,950,651,28,520,67
950,651,468,348,43,1000,67
810,389,1156,470,20,718,67
1152,469,664,238,24,559,67
1180,200,804,615,26,567,67
804,614,1079,180,37,1362,67
1075,180,682,672,34,704,67
682,667,694,443,31,527,67
692,443,200,369,18,433,67
205,369,1056,436,27,1751,67
997,604,277,430,43,828,67
277,430,106,282,51,1184,67
108,281,1361,344,46,873,67
108,198,1445,496,28,525,67
1458,510,1429,512,12,383,67
1436,514,1304,504,23,684,67
1296,501,1440,514,20,501,67
1440,514,363,622,46,1136,67
362,622,448,102,36,710,67
448,105,151,686,43,735,67
151,685,948,534,31,1240,67
945,534,908,238,30,607,67
907,238,755,473,26,535,67
144,218,321,482,25,604,67
321,482,501,260,25,716,67
870,616,1258,542,21,336,67
1258,542,1212,514,20,808,67
1212,513,88,464,38,743,67
88,463,861,585,32,645,67
862,585,909,483,16,522,67
908,483,143,281,36,1121,67
145,281,896,473,38,680,67
897,472,1310,242,27,519,67
1308,242,416,281,40,848,67
308,444,1303,515,55,1080,67
1284,414,452,381,40,750,67
452,381,550,205,43,862,67
960,254,757,382,29,535,67
726,144,336,215,33,1421,67
339,218,463,383,33,577,67
463,382,139,238,30,767,67
140,238,667,468,23,456,67
690,324,929,402,25,561,67
84,469,1091,319,46,749,67
1091,319,215,246,34,936,67
216,246,624,585,26,519,67
620,583,515,663,20,432,67
280,202,1027,651,44,867,67
1027,651,787,594,38,856,67
787,592,888,358,20,529,67
919,354,931,351,47,1212,67
932,350,1104,151,26,472,67
1104,153,175,438,39,838,67
1027,346,1391,271,30,602,67
1391,271,409,360,44,968,67
408,360,88,454,26,511,67
90,453,1332,633,50,805,67
548,458,817,318,37,650,67
809,328,814,314,13,454,67
814,314,1238,215,31,933,67
1230,215,1041,373,26,504,67
1032,373,349,276,39,646,67
355,276,1256,137,39,710,67
1255,137,726,150,30,560,67
726,153,584,710,31,647,67
1065,554,278,596,43,700,67
616,502,310,370,45,1264,67
313,370,809,292,32,601,67
810,292,977,466,28,470,67
695,706,569,387,26,720,67
570,387,1255,339,26,640,67
1256,339,1368,334,14,399,67
1368,333,364,342,34,696,67
368,342,903,342,28,608,67
723,220,112,498,32,617,67
112,498,767,218,41,989,67
767,219,959,309,26,481,67
957,308,87,631,38,759,67
86,631,349,587,36,834,67
341,569,305,581,18,369,67
308,581,1309,438,47,857,67
1308,438,874,397,26,471,67
876,396,969,313,22,383,67
962,315,830,656,32,872,67
831,656,573,513,19,416,67
575,512,916,415,18,432,67
917,422,1281,506,35,831,67
1280,506,1081,296,29,514,67
1080,296,380,300,46,951,67
381,300,473,271,21,535,67
1044,356,303,380,39,768,67
303,380,296,353,45,825,67
305,355,1102,182,67,1439,67
1101,183,710,162,35,574,67
471,462,1014,595,32,684,67
1013,595,137,244,32,857,67
140,244,852,157,34,671,67
847,159,678,207,20,616,67
680,207,202,491,45,801,67
204,491,756,593,31,1639,67
756,592,908,549,20,502,67
330,257,661,346,28,450,67
661,346,480,400,25,1264,67
480,399,234,390,23,711,67
237,393,475,632,29,518,67
474,632,430,147,27,527,67
431,147,170,490,29,686,67
171,490,274,459,34,654,67
275,459,546,330,28,543,67
546,332,570,334,11,256,67
572,334,1013,234,34,617,67
570,317,1284,366,19,335,67
1284,366,738,175,41,833,67
736,175,645,262,25,449,67
578,664,348,422,19,300,67
213,649,808,669,16,351,67
108,478,517,617,33,729,67
517,617,833,333,40,761,67
833,330,872,176,19,360,67
437,606,269,200,38,833,67
273,200,742,447,39,670,67
740,446,1283,350,34,696,67
1281,350,686,404,27,608,67
686,406,1392,365,39,688,67
1020,526,139,170,37,750,67
141,170,666,205,42,775,67
665,206,409,685,42,808,67
409,684,1267,678,40,742,67
817,498,1145,669,18,317,67
1145,669,1132,254,39,991,67
1129,254,1064,661,37,639,67
1064,659,789,530,14,400,67
793,530,1236,319,32,1040,67
344,214,724,285,31,649,67
1204,334,930,271,33,635,67
930,271,312,454,47,993,67
316,454,812,174,38,784,67
944,203,787,222,13,217,76
783,221,869,263,45,825,76
867,263,866,360,27,570,76
1063,303,108,447,12,171,76
287,384,250,540,27,600,76
251,540,431,325,25,417,76
433,324,811,389,27,534,76
812,393,315,528,24,466,76
332,523,613,374,23,757,76
149,501,522,156,35,1055,76
519,160,526,132,29,567,76
528,132,910,498,30,661,76
900,494,419,295,22,672,76
413,295,197,302,32,617,76
206,302,687,394,13,437,76
698,394,1076,503,19,483,76
1074,503,234,236,28,514,76
236,237,91,189,39,676,76
493,482,848,523,11,159,76
893,538,804,475,12,178,76
656,406,1055,287,11,160,76
1112,272,484,556,34,672,76
484,554,149,372,26,465,76
175,538,733,303,11,155,76
693,306,847,162,13,190,76
853,160,668,454,45,808,76
669,454,861,532,24,463,76
865,518,946,448,17,318,76
946,447,1113,308,26,410,76
1116,308,1250,263,15,341,76
1251,263,671,320,34,652,76
681,321,811,401,19,458,76
531,371,804,410,17,402,76
803,418,277,551,28,1420,76
278,551,1171,510,33,1413,76
1170,511,547,212,40,705,76
546,212,679,300,15,417,76
687,300,937,353,21,465,76
938,353,128,411,24,787,76
140,412,1014,361,33,681,76
278,342,554,475,11,150,76
557,475,650,521,44,934,76
466,146,1092,203,24,411,76
1180,156,265,239,22,492,76
258,247,387,436,38,687,76
789,161,288,234,28,483,76
670,176,416,324,21,323,76
416,324,87,172,63,1521,76
87,171,1083,278,20,475,76
1077,278,472,282,45,1074,76
473,282,1131,424,30,645,76
255,466,841,558,21,334,76
922,554,80,525,38,968,76
87,526,492,165,32,690,76
491,166,135,496,32,659,76
157,481,998,273,30,753,76
985,273,821,199,22,636,76
816,204,233,349,29,711,76
233,348,182,349,21,616,76
137,503,723,448,25,405,76
726,442,988,387,35,692,76
1007,207,1066,377,32,634,76
1012,276,741,587,23,397,76
867,301,468,182,31,503,76
468,182,852,145,50,958,76
213,338,941,373,22,383,76
941,373,480,288,33,857,76
480,289,961,430,43,744,76
882,393,557,512,23,400,76
555,533,560,520,17,317,76
560,520,383,375,29,669,76
385,375,568,345,23,534,76
913,357,688,528,17,300,76
688,528,989,172,34,680,76
880,268,679,285,15,337,76
679,285,471,336,29,639,76
473,336,1202,459,27,971,76
1195,457,807,237,16,384,76
807,241,280,417,52,1099,76
281,418,499,183,32,605,76
272,533,295,507,33,807,76
483,531,584,518,26,524,76
583,518,542,311,30,685,76
542,310,355,167,37,886,76
356,169,1136,289,50,874,76
1137,289,1162,281,45,828,76
1162,279,606,276,27,664,76
543,320,775,201,22,568,76
769,201,113,285,27,471,76
370,541,69,208,32,678,76
70,209,1108,299,38,804,76
1107,299,446,286,24,554,76
446,287,1129,208,43,1477,76
1126,208,910,198,41,1018,76
907,198,1169,504,42,949,76
1166,504,952,235,25,538,76
952,234,613,486,33,566,76
613,485,253,259,28,513,76
255,259,1163,354,31,626,76
1163,353,756,212,26,511,76
753,210,578,255,18,301,76
1003,460,940,218,29,676,76
1206,217,650,520,27,483,76
1018,514,503,354,20,556,76
195,538,1092,484,35,745,76
1092,483,129,384,40,822,76
949,183,472,288,18,275,76
472,288,537,344,24,590,76
540,344,870,370,29,822,76
866,372,492,168,30,620,76
492,169,1229,526,41,903,76
1256,476,552,177,30,734,76
554,177,541,446,25,437,76
543,445,412,176,31,580,76
1072,423,545,362,27,436,76
546,362,1106,361,28,561,76
1103,361,1001,450,33,712,76
1000,450,1175,322,32,577,76
668,261,882,477,17,315,76
498,218,981,392,28,549,76
981,392,774,388,36,680,76
779,388,973,532,22,447,76
975,529,111,196,29,540,76
115,170,260,497,36,918,76
608,162,1219,402,35,797,76
1219,402,1251,238,49,1016,76
1248,238,619,150,35,700,76
618,150,819,273,21,490,76
816,273,261,198,23,418,76
266,198,717,314,35,682,76
185,385,1199,429,43,1030,76
1199,429,1136,216,37,771,76
734,238,941,344,22,652,76
942,344,634,368,24,534,76
635,368,1162,419,35,640,76
445,526,299,272,41,867,76
306,272,537,486,47,902,76
1133,456,1053,182,42,948,76
1052,182,754,513,33,697,76
171,409,987,506,34,616,76
987,506,556,515,40,692,76
557,517,629,271,26,444,76
630,273,1003,359,30,507,76
1132,348,537,393,32,573,76
537,393,1248,288,38,729,76
1247,287,898,187,30,733,76
897,189,1243,282,28,548,76
942,700,217,569,34,869,115
218,566,1254,348,49,1121,115
1255,348,1648,620,23,422,115
231,768,1674,780,76,1390,115
1324,673,1746,415,28,473,115
617,359,285,389,34,731,115
285,389,845,683,42,740,115
106,618,1682,713,50,1082,115
1682,713,943,348,40,809,115
706,588,1228,792,44,846,115
1229,790,308,257,54,1025,115
308,260,313,282,12,304,115
313,281,1650,581,31,679,115
1636,584,1196,633,48,908,115
843,626,1268,200,30,518,115
1287,189,1245,196,30,634,115
1245,196,348,613,32,746,115
1447,575,1409,641,13,252,115
404,481,1328,332,32,616,115
1328,332,487,582,44,910,115
491,580,492,587,14,481,115
497,584,1742,249,31,787,115
1731,253,1140,186,44,777,115
1320,625,335,652,36,841,115
1295,639,708,522,41,700,115
708,522,358,574,35,698,115
359,574,909,381,35,642,115
895,254,1684,387,33,734,115
1678,387,1010,802,55,976,115
1043,808,1738,585,37,681,115
906,362,1604,296,25,463,115
1594,298,747,764,43,912,115
1691,267,1391,519,21,365,115
1391,519,1118,441,22,619,115
800,273,325,529,38,798,115
315,550,321,548,18,517,115
321,548,1787,296,39,1051,115
1785,297,1311,574,28,495,115
1275,589,761,357,16,362,115
763,356,1738,327,41,770,115
1722,302,620,471,31,533,115
606,465,53,586,26,670,115
54,585,891,260,29,811,115
1010,332,615,761,35,951,115
614,761,779,453,40,721,115
783,451,1755,443,41,743,115
1754,444,1064,428,42,747,115
1066,428,374,695,36,762,115
1780,282,1238,246,31,648,115
1237,247,1159,837,69,1426,115
1158,836,1503,298,35,681,115
1557,340,1000,694,32,646,115
1001,694,1332,475,29,507,115
806,814,1523,311,26,533,115
1523,311,1759,532,48,1029,115
1755,532,329,199,43,799,115
329,198,338,498,40,803,115
339,498,1769,139,39,1104,115
1766,140,632,682,26,641,115
633,682,944,749,20,423,115
1697,839,1284,222,38,767,115
1282,224,1406,383,37,703,115
1405,382,944,545,39,811,115
1492,669,1126,529,28,481,115
1126,529,1033,542,40,945,115
1036,540,1618,206,48,815,115
1619,205,778,563,58,1266,115
780,562,1488,234,44,824,115
1489,234,598,257,59,1195,115
596,257,1429,254,57,1175,115
715,335,470,684,46,944,115
471,684,1811,307,32,775,115
1811,308,1689,313,39,719,115
1689,293,101,397,32,672,115
101,398,1560,729,38,782,115
1559,729,1082,321,62,1081,115
1072,324,775,575,15,589,115
1033,201,1418,803,38,997,115
580,410,840,818,24,538,115
840,818,1380,270,40,885,115
1652,426,1211,720,25,485,115
1211,720,1202,561,21,655,115
1143,511,797,150,25,711,115
797,150,1594,850,40,967,115
1591,849,1039,405,31,599,115
1495,683,1423,290,26,853,115
308,646,952,549,36,679,115
951,549,1390,324,37,815,115
174,336,707,458,42,871,115
710,456,163,570,38,712,115
169,569,1360,421,30,656,115
1347,693,550,556,34,540,115
569,545,573,563,20,530,115
572,562,1261,738,52,1216,115
1259,738,1043,556,21,513,115
1051,546,1109,591,26,521,115
138,811,1590,808,49,967,115
1585,806,486,793,60,1238,115
487,792,498,780,11,307,115
499,779,1708,569,53,1114,115
1707,570,1153,828,40,1159,115
1155,825,1620,236,38,871,115
1620,238,1127,709,48,827,115
1127,708,699,619,33,591,115
698,618,395,498,37,923,115
796,163,1263,312,25,392,115
1263,312,786,390,42,919,115
790,389,1381,733,43,748,115
1381,731,1377,721,23,427,115
1373,716,1460,341,41,858,115
1457,341,483,567,28,659,115
484,567,178,730,25,759,115
179,728,1753,275,34,673,115
1448,558,98,771,47,1112,115
1547,246,445,733,96,2181,115
282,297,1360,780,57,1331,115
1360,779,121,684,49,2599,115
123,681,1467,457,50,915,115
1465,458,1622,578,48,890,115
1623,578,1049,826,50,1048,115
764,629,1352,181,77,2233,66
474,330,662,271,36,585,66
662,271,752,215,19,702,66
752,214,1268,152,36,702,66
1267,152,257,600,46,920,66
256,599,741,512,28,624,66
1107,169,516,262,53,1503,66
516,263,113,150,43,895,66
115,150,601,298,41,856,66
601,300,252,294,28,632,66
255,293,1020,593,44,958,66
1020,590,908,234,33,680,66
1192,593,261,143,44,1121,66
1042,270,1060,270,37,1080,66
1056,271,191,521,35,752,66
193,522,326,517,36,672,66
326,516,1408,183,64,1736,66
1401,186,1092,271,56,1399,66
1092,274,1427,518,36,872,66
1426,518,424,288,47,1016,66
423,290,535,412,22,2397,66
1013,598,780,253,32,680,66
779,253,309,322,31,576,66
999,225,716,125,29,560,66
719,124,1025,183,42,1017,66
1025,184,219,628,55,1032,66
217,629,1247,385,48,1173,66
1246,385,125,358,50,943,66
126,359,812,298,48,944,66
812,297,804,212,24,519,66
805,213,732,396,24,480,66
615,516,805,619,47,911,66
1256,553,909,325,20,421,66
1212,543,277,123,52,1364,66
277,123,333,222,54,1269,66
504,413,986,303,34,673,66
986,303,765,434,52,1258,66
802,477,605,292,37,736,66
605,293,1407,586,36,1083,66
572,234,1022,654,43,701,66
837,490,275,227,34,637,66
275,227,1245,355,44,914,66
1245,354,377,325,46,887,66
378,325,823,490,42,912,66
822,490,877,425,38,1087,66
1288,553,122,591,50,991,66
122,591,312,282,60,1362,66
1108,517,107,290,43,839,66
107,290,453,568,72,1475,66
454,566,736,468,23,489,66
737,467,1260,624,40,881,66
1258,623,188,337,42,752,66
189,337,423,533,34,720,66
424,533,438,184,40,928,66
439,184,1064,174,46,1584,66
1063,175,240,270,29,591,66
242,271,1153,444,32,664,66
1152,444,1311,403,27,648,66
